Day,Open,High,Low,Shares Traded,Turnover in Rs.,Close
Friday,8308.25,8328.1,8280.75,156664310,7.47E+10,8295.45
Monday,8333.65,8336.3,8252.05,138006303,6.80E+10,8260.55
Tuesday,8230.35,8241.95,8217.05,161493491,8.27E+10,8232.9
Wednesday,8188.9,8209.1,8131.8,194708669,9.13E+10,8171.2
Thursday,8175.45,8179.6,8098,224234135,1.06E+11,8111.75
Friday,8123.55,8146.1,8044.4,205663493,9.22E+10,8065.8
Monday,8054.55,8060.7,7995.6,140323983,6.55E+10,8050.8
Tuesday,8086.35,8100.35,8031.75,136625382,5.96E+10,8060.7
Wednesday,8104.9,8116.1,8027.3,125935846,5.70E+10,8040.2
Thursday,8030.35,8031.2,7944.1,136223827,6.00E+10,7955.45
Friday,7956.55,8002.65,7926.15,226329409,8.77E+10,7954.3
Monday,7788.25,7937.75,7771.7,218422388,9.38E+10,7915.2
Tuesday,7877.6,7885.1,7772.85,170267413,7.15E+10,7783.35
Wednesday,7838.8,7847.95,7819.1,22380435,1.12E+10,7825
Friday,7762.45,7775.1,7730.9,165876819,7.73E+10,7762.25
Monday,7732.95,7838.85,7714.15,154134885,6.87E+10,7806.6
Tuesday,7848.75,7860.45,7793,149451211,6.37E+10,7837.55
Wednesday,7823.15,7843.4,7725.05,148037721,6.11E+10,7731.8
Thursday,7788.5,7854.9,7765.45,136702518,7.41E+10,7842.75
Friday,7841.9,7906.95,7817.8,156610433,7.30E+10,7856.55
Monday,7869.5,7877.5,7825.2,130871603,6.10E+10,7849.25
Tuesday,7837,7870.35,7812.65,134562905,6.69E+10,7831.6
Thursday,7837.15,7897.1,7832,226632193,1.11E+11,7883.8
Friday,7910.6,7959.3,7879.45,154863047,7.07E+10,7942.7
Monday,7936.25,7966,7922.8,223041699,1.54E+11,7935.25
Tuesday,7958.15,7972.15,7934.15,142945421,6.80E+10,7954.9
Wednesday,7976.7,7979.3,7910.8,130207404,6.24E+10,7931.35
Thursday,7902.3,7912.3,7853.3,129628400,5.64E+10,7864.15
Friday,7817.6,7821.4,7775.7,157231681,7.76E+10,7781.9
Monday,7816.55,7825.4,7746.05,141893279,6.40E+10,7765.4
Tuesday,7738.5,7771.25,7685.45,139318392,5.99E+10,7701.7
Wednesday,7695.5,7702.85,7606.9,144315690,6.60E+10,7612.5
Thursday,7643.3,7691.95,7610,145249292,6.49E+10,7683.3
Friday,7699.6,7703.05,7575.3,172996480,6.89E+10,7610.45
Monday,7558.2,7663.95,7551.05,153492615,6.29E+10,7650.05
Tuesday,7659.15,7705,7625.1,138479057,6.15E+10,7700.9
Wednesday,7725.25,7776.6,7715.75,159149338,6.70E+10,7750.9
Thursday,7783.05,7852.9,7737.55,181256780,7.37E+10,7844.35
Friday,7828.9,7836.15,7753.35,197319843,8.07E+10,7761.95
Monday,7745.65,7840.75,7733.45,130174102,5.56E+10,7834.45
Tuesday,7829.4,7846.3,7776.85,129633328,5.03E+10,7786.1
Wednesday,7830.45,7871.45,7826.1,121480721,4.66E+10,7865.95
Thursday,7888.75,7888.75,7835.5,96374245,3.38E+10,7861.05
Monday,7863.2,7937.2,7863,126737811,5.76E+10,7925.15
Tuesday,7929.2,7942.15,7902.75,116535971,4.95E+10,7928.95
Wednesday,7938.6,7944.75,7889.85,110145855,4.39E+10,7896.25
Thursday,7897.8,7955.55,7891.15,155645098,6.78E+10,7946.35
Friday,7938.45,7972.55,7909.8,64843836,2.61E+10,7963.2
Monday,7924.55,7937.55,7781.1,138864905,5.90E+10,7791.3
Tuesday,7828.4,7831.2,7763.25,149672973,5.95E+10,7784.65
Wednesday,7788.05,7800.95,7721.2,151715828,6.72E+10,7741
Thursday,7673.35,7674.95,7556.6,194732861,7.80E+10,7568.3
Friday,7611.65,7634.1,7581.05,162348690,6.75E+10,7601.35
Monday,7527.45,7605.1,7494.35,194836791,7.33E+10,7563.85
Tuesday,7587.2,7588.3,7487.8,168975973,7.07E+10,7510.3
Wednesday,7557.9,7590.95,7425.8,221908258,9.59E+10,7562.4
Thursday,7467.4,7604.8,7443.8,206988549,9.25E+10,7536.8
Friday,7561.65,7566.5,7427.3,203643071,8.28E+10,7437.8
Monday,7420.35,7463.65,7336.4,240798183,8.43E+10,7351
Tuesday,7381.8,7462.75,7364.15,194068339,7.04E+10,7435.1
Wednesday,7357,7470.9,7241.5,232614141,8.79E+10,7309.3
Thursday,7376.65,7398.7,7250,248113284,9.40E+10,7276.8
Friday,7355.7,7433.4,7327.6,236282061,7.67E+10,7422.45
Monday,7468.75,7487.15,7421.2,168202502,5.91E+10,7436.15
Wednesday,7469.6,7477.9,7419.7,193389891,6.83E+10,7437.75
Thursday,7426.5,7468.85,7409.6,283036298,1.00E+11,7424.65
Friday,7413.35,7575.65,7402.8,307934042,1.13E+11,7563.55
Monday,7589.5,7600.45,7541.25,206645021,8.21E+10,7555.95
Tuesday,7566.65,7576.3,7428.05,237338907,8.03E+10,7455.55
Wednesday,7392.45,7419.4,7350.3,197863301,6.75E+10,7361.8
Thursday,7411.45,7457.05,7365.95,229563364,7.47E+10,7404
Friday,7418.25,7503.15,7406.65,257518899,8.63E+10,7489.1
Monday,7489.7,7512.55,7363.2,176758985,5.75E+10,7387.25
Tuesday,7303.95,7323.45,7275.15,218730280,7.42E+10,7298.2
Wednesday,7264.3,7271.85,7177.75,254481339,8.13E+10,7215.7
Thursday,7203.6,7208.65,6959.95,301302956,9.25E+10,6976.35
Friday,7023.65,7034.8,6869,344210729,1.11E+11,6980.95
Monday,7057.35,7182.8,7056.8,365217073,1.02E+11,7162.95
Tuesday,7201.25,7204.65,7037.7,261607451,7.64E+10,7048.25
Wednesday,7058.85,7123.7,6960.65,268017961,7.69E+10,7108.45
Thursday,7177.4,7215.1,7127.85,254331498,8.05E+10,7191.75
Friday,7170.55,7226.85,7145.95,198206480,6.16E+10,7210.75
Monday,7208.85,7252.4,7200.7,159162842,5.83E+10,7234.55
Tuesday,7240.3,7241.7,7090.7,200396978,6.43E+10,7109.55
Wednesday,7075,7090.8,7009.75,205898417,6.50E+10,7018.7
Thursday,7029.85,7034.2,6961.4,291932544,9.09E+10,6970.6
Friday,7039.3,7052.9,6985.1,213142575,6.88E+10,7029.75
Monday,7050.45,7094.6,6825.8,487969285,1.60E+11,6987.05
Tuesday,7038.25,7235.5,7035.1,283561570,9.90E+10,7222.3
Wednesday,7321.7,7380.35,7308.15,348965708,1.10E+11,7368.85
Thursday,7429.55,7483.95,7406.05,287248532,9.26E+10,7475.6
Friday,7505.4,7505.9,7444.1,290441230,8.14E+10,7485.35
Tuesday,7486.4,7527.15,7442.15,264945393,8.42E+10,7485.3
Wednesday,7436.1,7539,7424.3,252709391,9.04E+10,7531.8
Thursday,7545.35,7547.1,7447.4,231584305,8.88E+10,7486.15
Friday,7484.85,7543.95,7460.6,204806572,7.56E+10,7510.2
Monday,7542.6,7583.7,7515.05,172067214,6.33E+10,7538.75
Tuesday,7535.85,7545.2,7452.8,199653871,7.58E+10,7460.6
Wednesday,7457.05,7508,7405.15,201430035,7.10E+10,7498.75
Thursday,7557.4,7585.3,7479.4,247043954,9.54E+10,7512.55
Friday,7534.65,7613.6,7517.9,244727490,9.97E+10,7604.35
Monday,7619.2,7713.55,7617.7,202853386,8.38E+10,7704.25
Tuesday,7695.55,7728.2,7643.8,215355848,8.63E+10,7714.9
Wednesday,7717.45,7726.85,7670.6,205794773,7.61E+10,7716.5
Monday,7741,7749.4,7587.7,249905118,1.01E+11,7615.1
Tuesday,7606.55,7652.9,7582.25,223493457,1.05E+11,7597
Wednesday,7651.1,7741.95,7643.45,239843751,9.91E+10,7735.2
Thursday,7727.65,7777.6,7702,391914059,1.59E+11,7738.4
Friday,7718.05,7740.15,7666.1,189571551,8.12E+10,7713.05
Monday,7733.15,7764.45,7704.4,160277940,6.51E+10,7758.8
Tuesday,7736.3,7736.3,7588.65,210126897,8.41E+10,7603.2
Wednesday,7636.05,7638.65,7591.75,170653808,6.80E+10,7614.35
Thursday,7630.4,7630.75,7535.85,241684050,7.71E+10,7546.45
Friday,7542.35,7569.35,7526.7,147816460,5.98E+10,7555.2
Monday,7577.8,7678.8,7516.85,185353268,7.06E+10,7671.4
Tuesday,7669.25,7717.4,7663.35,168508978,6.95E+10,7708.95
Wednesday,7777.15,7864.8,7772.2,227217288,1.01E+11,7850.45
Monday,7908.15,7920.6,7842.75,190258561,1.04E+11,7914.7
Wednesday,7950.05,7950.4,7877.55,211630060,1.01E+11,7914.75
Thursday,7953.65,7978.45,7884.1,230577117,9.61E+10,7912.05
Friday,7891.8,7923.35,7873.35,188988540,7.71E+10,7899.3
Monday,7894.8,7911,7827,150776959,7.36E+10,7855.05
Tuesday,7828.15,7974.5,7822.55,208656803,9.69E+10,7962.65
Wednesday,7942,7991,7940.55,213174058,9.67E+10,7979.9
Thursday,7967.4,7992,7834.45,301485186,1.49E+11,7847.25
Friday,7844.25,7889.05,7788.7,251227047,9.87E+10,7849.8
Monday,7822.7,7829.8,7777.3,150818181,6.08E+10,7805.9
Tuesday,7824.8,7890.25,7735.15,192271370,8.54E+10,7747
Wednesday,7724.15,7749,7697.25,205939089,7.82E+10,7706.55
Thursday,7731,7777.55,7706.85,190792828,8.09E+10,7735.5
Friday,7717.65,7738.9,7678.35,168662226,6.30E+10,7733.45
Monday,7755.25,7873.65,7753.55,165616829,7.56E+10,7866.05
Tuesday,7873.55,7896.9,7837.7,166957276,7.31E+10,7887.8
Wednesday,7804.65,7893.1,7780.9,220712496,9.39E+10,7848.85
Thursday,7871.45,7916.05,7849.65,157444918,7.17E+10,7900.4
Friday,7881,7881,7784.2,185061782,1.02E+11,7814.9
Monday,7831.2,7873.9,7772.15,211547775,7.79E+10,7860.75
Tuesday,7896.85,7940.1,7879.7,189140810,8.20E+10,7890.75
Wednesday,7846.75,7882.05,7810.75,161169418,7.33E+10,7870.15
Thursday,7875.5,7876.2,7766.8,175711829,7.16E+10,7783.4
Friday,7792.2,7812.4,7735.75,161889432,6.80E+10,7749.7
Monday,7813.95,7820.6,7722.2,177347948,7.14E+10,7731.05
Tuesday,7738.05,7761.55,7715.8,151538169,6.12E+10,7748.85
Wednesday,7811.8,7941.2,7809.3,181636649,8.20E+10,7934.9
Thursday,7974.45,8083,7948.5,272456307,1.24E+11,8069.65
Friday,8081.95,8164.2,8077.05,268963949,1.06E+11,8156.65
Monday,8166.5,8200,8150.8,255086293,9.20E+10,8178.5
Tuesday,8209.85,8213.6,8134.3,485645737,2.15E+11,8160.1
Wednesday,8179.2,8215.35,8171.05,200371829,8.41E+10,8179.95
Thursday,8156.9,8229.5,8154.75,187316365,8.39E+10,8218.95
Friday,8246.2,8262,8209.85,390652017,1.08E+11,8220.8
Monday,8228.75,8234.7,8186.05,176885226,7.66E+10,8201.05
Tuesday,8235.55,8294.95,8216.4,249365706,1.05E+11,8266.45
Wednesday,8285.5,8288.9,8252.05,179710369,7.61E+10,8273.05
Thursday,8273.35,8273.35,8184.6,180293039,7.97E+10,8203.6
Friday,8180.25,8265.6,8162.85,187757375,7.85E+10,8170.05
Monday,8102.25,8125.25,8063.9,174916286,7.34E+10,8110.6
Tuesday,8134.4,8134.95,8069.5,150042362,6.00E+10,8108.85
Wednesday,8139.4,8213.2,8123.15,174953935,6.95E+10,8206.6
Thursday,8180.65,8180.65,8074.45,195028743,7.76E+10,8140.75
Friday,8176.65,8195.25,8135.8,171842760,7.74E+10,8170.2
Monday,8115.75,8244.15,8107.35,173750792,7.39E+10,8238.5
Tuesday,8255.4,8257.25,8202.15,141161921,5.98E+10,8219.9
Wednesday,8213.65,8238.35,8153.25,140268297,6.38E+10,8203.7
Thursday,8201.15,8285.6,8188.3,158852677,6.81E+10,8270.45
Friday,8029.1,8100.7,7927.05,306803641,1.33E+11,8088.6
Monday,8039.35,8120.65,8039.35,167462711,7.61E+10,8094.7
Tuesday,8096.05,8146.35,8086.85,175724276,7.78E+10,8127.85
Wednesday,8173.1,8212.4,8157.65,151499716,6.94E+10,8204
Thursday,8260.25,8308.15,8242.1,288031935,1.23E+11,8287.75
Friday,8313.05,8356.75,8308.65,170581881,7.36E+10,8328.35
Monday,8376.75,8398.45,8364.7,158955823,6.66E+10,8370.7
Tuesday,8379.3,8381.45,8319.95,143253937,5.98E+10,8335.95
Thursday,8342,8361.95,8317.7,160327315,7.59E+10,8337.9
Friday,8350,8353.3,8287.55,142159935,6.89E+10,8323.2
Monday,8413.35,8475.25,8407.05,154399933,7.58E+10,8467.9
Tuesday,8502.6,8526.6,8479.2,189339750,7.87E+10,8521.05
Wednesday,8540.45,8550.25,8493.55,201492184,8.28E+10,8519.5
Thursday,8515.75,8571.4,8500.7,158738499,6.89E+10,8565
Friday,8565.45,8594.8,8510.05,228598684,1.24E+11,8541.4
Monday,8564.05,8587.1,8494.35,169400452,8.20E+10,8508.7
Tuesday,8514.3,8540.05,8476.7,173050805,7.93E+10,8528.55
Wednesday,8515.45,8569.9,8512.55,165349380,7.94E+10,8565.85
Thursday,8582.7,8585.25,8503.45,154575685,7.40E+10,8510.1
Friday,8519.65,8548.95,8489.8,147619642,6.50E+10,8541.2
Monday,8519.95,8641.15,8517.2,154631398,7.85E+10,8635.65
Tuesday,8633.75,8644.9,8577.15,159563469,8.77E+10,8590.65
Wednesday,8599.4,8665,8572.05,189796380,1.09E+11,8615.8
Thursday,8636.95,8674.7,8625.25,240721865,1.30E+11,8666.3
Friday,8668.3,8670.35,8631.15,161935155,8.43E+10,8638.5
Monday,8654.3,8711.3,8590.5,194186858,9.88E+10,8636.55
Tuesday,8647.45,8687.2,8611.4,174556789,8.65E+10,8622.9
Wednesday,8635.2,8635.45,8529.6,168033073,8.51E+10,8544.85
Thursday,8599.95,8601.4,8518.15,169780463,7.40E+10,8551.1
Friday,8600.2,8689.4,8590.15,162784913,7.64E+10,8683.15
Monday,8712.85,8723.5,8697.6,177877012,7.86E+10,8711.35
Tuesday,8727.8,8728.35,8638.2,206261255,9.11E+10,8678.25
Wednesday,8686.7,8690.1,8564.6,178963496,8.21E+10,8575.3
Thursday,8572.8,8601.15,8540.05,195114539,8.63E+10,8592.15
Friday,8605.45,8684.3,8604.45,272014034,1.20E+11,8672.15
Tuesday,8670.25,8682.35,8600.45,231771409,1.09E+11,8642.55
Wednesday,8639.8,8667.1,8603.6,179540691,8.16E+10,8624.05
Thursday,8648.85,8690.7,8645.05,169431656,7.90E+10,8673.25
Friday,8694.3,8696.6,8647.1,197770568,8.35E+10,8666.9
Monday,8667,8684.85,8614,156976546,7.39E+10,8629.15
Tuesday,8628.35,8642.15,8580,193302503,7.31E+10,8632.6
Wednesday,8648.5,8661.05,8620.9,154168043,7.20E+10,8650.3
Thursday,8668.85,8683.05,8583.65,219736214,1.05E+11,8592.2
Friday,8614.35,8622.95,8547.55,152146666,7.15E+10,8572.55
Monday,8583.75,8622,8543.75,133723771,6.86E+10,8607.45
Tuesday,8646.75,8750.6,8642.25,154828719,8.39E+10,8744.35
Wednesday,8754.05,8819.2,8754.05,373422334,2.25E+11,8786.2
Thursday,8793.6,8813.25,8759.95,246336047,9.65E+10,8774.65
Friday,8796.35,8824.1,8768.2,197385217,8.23E+10,8809.65
Tuesday,8852.7,8950.85,8848.45,201617132,9.57E+10,8943
Wednesday,8968.7,8968.7,8913.35,299145644,1.14E+11,8917.95
Thursday,8915.5,8960.35,8896,223937056,1.08E+11,8952.5
Friday,8934.3,8939.15,8858.7,181344327,9.98E+10,8866.7
Monday,8732.95,8746.95,8699.4,190199613,9.25E+10,8715.6
Wednesday,8710.65,8739.85,8688.9,189984289,9.11E+10,8726.6
Thursday,8743.85,8751.95,8704.35,149889703,7.35E+10,8742.55
Friday,8780.85,8847.65,8750.5,274039556,1.44E+11,8779.85
Monday,8788.45,8824.3,8774.2,135814177,7.36E+10,8808.4
Tuesday,8816.1,8816.45,8759.3,140718486,7.04E+10,8775.9
Wednesday,8790.3,8826.85,8757.3,153441330,7.57E+10,8777.15
Thursday,8873.35,8893.35,8837.8,178136644,9.31E+10,8867.45
Friday,8880.75,8885.2,8820.3,191618169,9.79E+10,8831.55
Monday,8807.9,8809.55,8715.1,169050086,8.52E+10,8723.05
Tuesday,8748.9,8768.5,8690.5,156100521,7.45E+10,8706.4
Wednesday,8711.2,8767.05,8703.15,170643694,8.35E+10,8745.15
Thursday,8792.7,8800.65,8558.25,384395249,1.95E+11,8591.25
Friday,8581.5,8637.15,8555.2,187333285,8.85E+10,8611.15
Monday,8666.15,8745.2,8635,141472076,7.17E+10,8738.1
Tuesday,8770,8783.65,8736.1,189990151,8.25E+10,8769.15
Wednesday,8806.35,8806.95,8731.4,162103951,6.87E+10,8743.95
Thursday,8768.7,8781.15,8684.65,168713605,8.11E+10,8709.55
Friday,8721.7,8723.7,8663.8,155053800,8.14E+10,8697.6
Monday,8735.35,8745.8,8703.95,111794053,5.16E+10,8708.8
Thursday,8671.5,8681.55,8541.35,218861324,1.06E+11,8573.35
Friday,8594,8604.45,8549.8,167848947,9.61E+10,8583.4
Monday,8612.95,8615.4,8506.15,203516577,8.59E+10,8520.4
Tuesday,8556.05,8685.1,8555.9,216626083,9.16E+10,8677.9
Wednesday,8697.5,8698.75,8636.7,177397872,7.79E+10,8659.1
Thursday,8693.35,8727,8678.3,165952091,7.12E+10,8699.4
Friday,8708.6,8709.1,8652.05,162162047,8.02E+10,8693.05
Monday,8709.85,8736.95,8684.15,161966274,6.88E+10,8708.95
Tuesday,8721.7,8722.65,8663.45,195696479,8.72E+10,8691.3
Wednesday,8657.3,8657.3,8596.6,226133074,9.70E+10,8615.25
Thursday,8607.1,8624.85,8550.25,250336333,1.23E+11,8615.25
Friday,8625,8653.75,8581.75,180906084,8.95E+10,8638
Sunday,8672.35,8678.25,8616.25,16610872,8.06E+09,8625.7
Tuesday,8653.15,8669.6,8614.5,170068995,8.44E+10,8626.25
Wednesday,8542.8,8549.5,8504.85,160130480,7.68E+10,8514
Thursday,8499.85,8537.65,8476.15,175773254,7.56E+10,8484.95
Friday,8503.6,8504,8400.25,231783152,1.18E+11,8433.75
Monday,8535.75,8535.85,8481.45,178070534,8.44E+10,8497.05
Tuesday,8540,8559.4,8480.1,201759648,8.52E+10,8543.55
Wednesday,8067.5,8476.2,8002.25,323968654,1.55E+11,8432
Thursday,8555.6,8598.45,8510.7,271196930,1.24E+11,8525.75
Friday,8456.65,8460.6,8284.95,275221694,1.25E+11,8296.3
Tuesday,8284.85,8288.55,8093.2,370298063,1.74E+11,8108.45
Wednesday,8205.65,8210.05,8089.4,277801233,1.37E+11,8111.6
Thursday,8105.1,8151.25,8060.3,197183084,8.71E+10,8079.95
Friday,8097.55,8128.95,8048.3,166199545,7.90E+10,8074.1
Monday,8102.1,8102.45,7916.4,225608889,9.20E+10,7929.1
Tuesday,7989.15,8019.05,7938.15,216677654,9.00E+10,8002.3
Wednesday,8051.2,8055.2,7973.1,186602328,8.68E+10,8033.3
Thursday,8011.8,8024.85,7952.55,268619026,1.19E+11,7965.5
Friday,8007.95,8122.25,7976.75,183355873,8.92E+10,8114.3
Monday,8080.65,8146.5,8066.5,195595287,8.67E+10,8126.9
Tuesday,8131.55,8197.35,8128.7,195618384,8.49E+10,8142.15
Wednesday,8172.15,8234.25,8139.25,255725357,1.45E+11,8224.5
Thursday,8244,8250.8,8185.05,162597213,7.72E+10,8192.9
Friday,8153.55,8159.3,8070.05,176767415,8.05E+10,8086.8
Monday,8088.75,8141.9,8056.85,130435865,6.43E+10,8128.75
Tuesday,8153.15,8178.7,8130.85,118854323,5.42E+10,8143.15
Wednesday,8168.4,8190.45,8077.5,175024334,7.90E+10,8102.05
Thursday,8152.1,8256.25,8151.75,146857616,7.28E+10,8246.85
Friday,8271.7,8274.95,8241.95,154344775,6.87E+10,8261.75
Monday,8230.65,8230.65,8154.45,111432551,5.03E+10,8170.8
Tuesday,8196.15,8228.85,8155.8,189739559,8.98E+10,8221.8
Wednesday,8229.35,8229.4,8165.1,149132520,6.76E+10,8182.45
Thursday,8128.4,8225.9,8121.95,187425988,8.58E+10,8153.6
Friday,8178.2,8178.7,8127.45,209268331,9.85E+10,8139.45
Monday,8126,8132.5,8094.85,110669713,5.27E+10,8104.35
Tuesday,8110.6,8124.1,8062.75,132026742,6.30E+10,8082.4
Wednesday,8105.85,8112.55,8053.25,127543733,6.30E+10,8061.3
Thursday,8043.85,8046.45,7964.95,126409580,6.21E+10,7979.1
Friday,7972.5,8022.6,7942.05,127921701,5.91E+10,7985.75
Monday,7965.1,7970.05,7893.8,110171222,4.81E+10,7908.25
Tuesday,7915.05,8044.65,7903.7,122463312,5.28E+10,8032.85
Wednesday,8047.55,8100.55,8028.4,130580701,5.82E+10,8034.85
Thursday,8030.6,8111.1,8020.8,183984077,7.64E+10,8103.6
Friday,8119.65,8197,8114.75,131457250,5.80E+10,8185.8
Monday,8210.1,8212,8133.8,122016111,5.26E+10,8179.5
Tuesday,8196.05,8219.1,8148.6,131186021,6.05E+10,8192.25
Wednesday,8202.65,8218.5,8180.9,136476345,6.54E+10,8190.5
Thursday,8226.65,8282.65,8223.7,163957452,8.18E+10,8273.8
Friday,8281.85,8306.85,8233.25,143689850,7.30E+10,8243.8
Monday,8259.35,8263,8227.75,102211190,5.20E+10,8236.05
Tuesday,8262.7,8293.8,8261,147312927,6.90E+10,8288.6
Wednesday,8327.8,8389,8322.25,192285417,8.94E+10,8380.65
Thursday,8391.05,8417.2,8382.3,177948383,7.36E+10,8407.2
Friday,8457.65,8461.05,8373.15,190949616,9.16E+10,8400.35
Monday,8390.95,8426.7,8374.4,127938836,6.04E+10,8412.8
Tuesday,8415.05,8440.9,8378.3,125781216,6.39E+10,8398
Wednesday,8403.85,8460.3,8397.4,168867039,7.41E+10,8417
Thursday,8418.4,8445.15,8404.05,170956149,7.32E+10,8435.1
Friday,8404.35,8423.65,8340.95,208901233,9.01E+10,8349.35
Monday,8329.6,8404.15,8327.2,200993100,8.66E+10,8391.5
Tuesday,8407.05,8480.95,8398.15,184745781,8.52E+10,8475.8
Wednesday,8499.45,8612.6,8493.95,301490150,1.39E+11,8602.75
Friday,8610.5,8672.7,8606.9,283905821,1.16E+11,8641.25
Monday,8635.55,8662.6,8617.75,314110760,9.33E+10,8632.75
Tuesday,8629.45,8631.75,8552.4,537110119,1.47E+11,8561.3
Wednesday,8570.35,8722.4,8537.5,337797412,1.35E+11,8716.4
Thursday,8724.75,8757.6,8685.8,292329202,1.16E+11,8734.25
Friday,8735.15,8748.25,8707.75,196936238,8.19E+10,8740.95
Monday,8785.45,8814.1,8770.2,200403782,8.70E+10,8801.05
Tuesday,8805.7,8809.3,8741.05,233294532,9.06E+10,8768.3
Wednesday,8774.55,8791.25,8715,225485726,9.11E+10,8769.05
Thursday,8795.55,8821.4,8724.1,193282248,8.97E+10,8778.4
Friday,8812.35,8822.1,8771.2,232947341,1.03E+11,8793.55
Monday,8819.8,8826.9,8754.2,211180353,8.66E+10,8805.05
Tuesday,8819.9,8820.45,8772.5,194133563,8.49E+10,8792.3
Wednesday,8778.95,8807.9,8712.85,222828919,1.05E+11,8724.7
Thursday,8739,8783.95,8719.6,190277738,9.70E+10,8778
Friday,8883.7,8896.45,8804.25,307526025,2.34E+11,8821.7
Monday,8818.55,8886.25,8809.8,173022362,7.83E+10,8879.2
Tuesday,8890.75,8920.8,8860.95,181091326,8.86E+10,8907.85
Wednesday,8931.6,8960.75,8905.25,254677956,1.35E+11,8926.9
Thursday,8956.4,8982.15,8927.55,388874096,1.72E+11,8939.5
Monday,8943.7,8951.8,8888.65,195847099,1.04E+11,8896.7
Tuesday,8898.95,8914.75,8867.6,302722890,1.38E+11,8879.6
Wednesday,8904.4,8960.8,8898.6,212328974,9.68E+10,8945.8
Thursday,8982.85,8992.5,8879.8,225608140,1.01E+11,8899.75
Friday,8883.5,8907.1,8860.1,208915878,9.78E+10,8897.55
Monday,8915.1,8967.8,8914,180194586,8.96E+10,8963.45
Tuesday,8977.75,8977.85,8932.8,178827506,8.15E+10,8946.9
Wednesday,8950.7,8957.05,8891.95,183325544,9.49E+10,8924.3
Thursday,8914.5,8945.8,8899.5,176810453,8.49E+10,8927
Friday,8953.7,8975.7,8903.95,157419999,7.39E+10,8934.55
Tuesday,9091.65,9122.75,9060.5,278726933,1.41E+11,9087
Wednesday,9086.85,9106.55,9075.5,248033251,9.67E+10,9084.8
Thursday,9129.65,9158.45,9128.55,215096446,9.28E+10,9153.7
Friday,9207.8,9218.4,9147.6,295554265,1.32E+11,9160.05
Monday,9166.95,9167.6,9116.3,342395900,9.25E+10,9126.85
Tuesday,9133.95,9147.75,9087.2,255396073,1.02E+11,9121.5
Wednesday,9047.2,9072.9,9019.3,239463699,1.01E+11,9030.45
Thursday,9048.75,9099.05,9048.6,197705274,8.70E+10,9086.3
Friday,9104,9133.55,9089.4,210021581,8.85E+10,9108
Monday,9093.45,9094.85,9024.65,209036051,8.92E+10,9045.2
Tuesday,9081.5,9110.4,9079.8,188985603,8.14E+10,9100.8
Wednesday,9128.7,9153.15,9109.1,250902906,1.11E+11,9143.8
Thursday,9142.6,9183.15,9136.35,333410368,1.56E+11,9173.75
Friday,9158.9,9191.7,9152.1,196771674,1.10E+11,9173.75
Monday,9220.6,9245.35,9192.4,143444541,8.34E+10,9237.85
Wednesday,9264.4,9273.9,9215.4,190529461,1.15E+11,9265.15
Thursday,9245.8,9267.95,9218.85,191937207,1.03E+11,9261.95
Friday,9223.7,9250.5,9188.1,195918747,1.02E+11,9198.3
Monday,9225.6,9225.65,9174.85,139968750,8.14E+10,9181.45
Tuesday,9184.55,9242.7,9172.85,206261727,9.39E+10,9237
Wednesday,9242.5,9246.4,9161.8,166755013,8.41E+10,9203.45
Thursday,9202.5,9202.65,9144.95,171695600,8.91E+10,9150.8
Monday,9144.75,9160,9120.25,132244225,6.47E+10,9139.3
Tuesday,9163,9217.9,9095.45,179569574,8.53E+10,9105.15
Wednesday,9112.2,9120.5,9075.15,179117382,8.95E+10,9103.5
Thursday,9108.1,9143.9,9102.65,175629897,8.84E+10,9136.4
Friday,9179.1,9183.65,9088.75,159981265,8.48E+10,9119.4
Monday,9135.35,9225.4,9130.55,172908048,9.72E+10,9217.95
Tuesday,9273.05,9309.2,9250.35,173896951,1.04E+11,9306.6
Wednesday,9336.2,9367,9301.35,191395120,1.05E+11,9351.85
Thursday,9359.15,9367.15,9322.65,215881711,1.29E+11,9342.15
Friday,9340.95,9342.65,9282.25,167229353,8.67E+10,9304.05
Tuesday,9339.85,9352.55,9269.9,166558241,9.11E+10,9313.8
Wednesday,9344.7,9346.3,9298.4,156342492,7.98E+10,9311.95
Thursday,9360.95,9365.65,9323.25,277895923,1.24E+11,9359.9
Friday,9374.55,9377.1,9272,239133531,1.05E+11,9285.3
Monday,9311.45,9338.7,9297.95,179709949,8.30E+10,9314.05
Tuesday,9337.35,9338.95,9307.7,136417428,7.50E+10,9316.85
Wednesday,9339.65,9414.75,9336,157363135,8.62E+10,9407.3
Thursday,9448.6,9450.65,9411.3,176439840,9.29E+10,9422.4
Friday,9436.65,9437.75,9372.55,159079418,9.81E+10,9400.9
Monday,9433.55,9449.25,9423.1,145163953,7.79E+10,9445.4
Tuesday,9461,9517.2,9456.35,171709433,9.21E+10,9512.25
Wednesday,9517.6,9532.6,9486.1,211856040,1.07E+11,9525.75
Thursday,9453.2,9489.1,9418.1,199340647,1.08E+11,9429.45
Friday,9469.9,9505.75,9390.75,259861396,1.15E+11,9427.9
Monday,9480.25,9498.65,9427.9,202874757,9.43E+10,9438.25
Tuesday,9445.05,9448.05,9370,231345629,1.16E+11,9386.15
Wednesday,9410.9,9431.9,9341.65,218265181,1.10E+11,9360.55
Thursday,9384.05,9523.3,9379.2,298147347,1.70E+11,9509.75
