Day,Open,High,Low,Shares Traded,Turnover in Rs.,Close
Wednesday,1059.3,1068.8,1059.3,45848907,1.48E+10,1064.3
Thursday,1064.15,1071.7,1058.35,51011262,1.56E+10,1065.6
Friday,1065.6,1069.2,1061.1,49463111,1.61E+10,1066.15
Monday,1066.2,1075.5,1066.2,45246292,1.39E+10,1070.15
Tuesday,1070.1,1073.25,1054.9,34610805,1.13E+10,1055.55
Wednesday,1055.6,1059.6,1048.2,57563920,1.57E+10,1049.65
Thursday,1049.6,1057.45,1044.9,63410023,1.86E+10,1052.95
Friday,1053.65,1068.65,1053.65,82249558,2.54E+10,1063.4
Monday,1063.55,1070.85,1057.55,46368797,1.53E+10,1058.85
Tuesday,1058.7,1058.7,1045.2,37230678,1.16E+10,1046.6
Wednesday,1046.55,1046.55,1029.9,52522971,1.54E+10,1040.7
Thursday,1040.3,1040.75,1029.55,41244807,1.27E+10,1031.25
Friday,1031.05,1031.05,1014.3,45653477,1.33E+10,1017.1
Monday,1017.1,1021.5,1004.35,41937474,1.33E+10,1006.7
Tuesday,1006.65,1016.7,998.95,49640682,1.45E+10,1014.55
Wednesday,1014.25,1017.75,1000.05,44964940,1.37E+10,1001.7
Thursday,1001.5,1006.4,994.2,47582037,1.42E+10,999.65
Monday,999.7,1000.85,982.7,43454602,1.28E+10,993
Wednesday,993.35,1011.45,992.9,47894712,1.51E+10,1003.9
Thursday,1003.45,1028.9,1001.75,62394776,1.93E+10,1025.25
Friday,1025.55,1033.7,1022.05,50206057,1.72E+10,1030.55
Saturday,1030.6,1039.8,1030.6,19834836,6.33E+09,1037.15
Monday,1037.15,1038.55,1011.95,42047884,1.39E+10,1013.9
Tuesday,1013.5,1013.5,998.4,46533129,1.50E+10,1011.3
Wednesday,1011.55,1019.9,1004.85,40991502,1.26E+10,1013.85
Thursday,1013.9,1013.9,999.6,50307563,1.37E+10,1002.7
Friday,1002.8,1006.3,996.75,41726885,1.16E+10,1000.6
Monday,1000.6,1000.6,974.1,41575833,1.21E+10,978.2
Tuesday,977.4,992.05,973.5,50070441,1.47E+10,984.3
Wednesday,984.45,1002.1,984.45,49613799,1.44E+10,999.4
Thursday,999.55,1010.75,999.55,48980845,1.56E+10,1009.15
Friday,1009.15,1018.25,1002.75,55418219,1.68E+10,1016.95
Monday,1017.05,1033.45,1017.05,53490204,1.55E+10,1031.5
Tuesday,1032,1032,1016.6,49369923,1.39E+10,1018.1
Wednesday,1018,1018,1002.3,45373972,1.29E+10,1004.85
Thursday,1003.8,1003.8,958.2,73197133,2.69E+10,962.2
Friday,958.9,965.15,935.7,83519810,2.79E+10,949.8
Tuesday,951.8,964.2,938.8,59848779,1.89E+10,951.2
Wednesday,950.65,961.75,949,52698724,1.67E+10,958.65
Thursday,958.65,958.65,936.7,47281254,1.48E+10,940.7
Monday,941.5,949.7,941.5,51700926,1.23E+10,947.2
Tuesday,947.1,951.4,937.85,65115537,1.44E+10,943.5
Wednesday,943.75,951.2,931.5,66282840,1.53E+10,934.2
Thursday,934.2,943.15,927.8,107328010,2.34E+10,929.7
Friday,929.45,931.35,921.1,65197821,1.48E+10,924.3
Monday,922.85,931.05,920,62369319,1.28E+10,929.5
Tuesday,929.75,936.9,929.75,57870020,1.32E+10,932.3
Wednesday,935.25,935.55,929.85,63802968,1.30E+10,934.05
Friday,930.9,940.2,930.8,62768613,1.34E+10,938.3
Monday,937.45,948.95,936.65,65759521,1.37E+10,945.4
Tuesday,945.85,955,943.2,71311687,1.85E+10,951.85
Wednesday,950.4,956.65,948.9,69371421,1.79E+10,950.15
Thursday,950.15,951.3,938.7,66562642,1.74E+10,941.55
Friday,941.6,941.65,935.8,51202220,1.44E+10,937.85
Monday,938.5,944.45,934,45850053,1.41E+10,936
Tuesday,936.9,945.8,936.7,55131529,1.54E+10,944.2
Wednesday,944.2,953.45,943.15,50634950,1.27E+10,952.15
Thursday,952.15,961.6,951.15,49127274,1.17E+10,959.85
Friday,959.85,974.4,959.85,53821532,1.40E+10,973.1
Monday,973.7,979.85,964.6,61264454,1.69E+10,966.55
Tuesday,964.65,974.05,959.8,60797431,1.58E+10,971.55
Wednesday,972.05,980.75,965.55,57374488,1.56E+10,968
Thursday,967.95,972.4,960.05,55564023,1.41E+10,963.25
Friday,963.5,972.9,962.4,64215772,1.72E+10,967.9
Monday,967.85,983.9,967.1,54019157,1.32E+10,982.45
Tuesday,982.35,990,974.25,58429965,1.46E+10,976.85
Wednesday,977.65,992.25,977.55,64763004,1.58E+10,990.8
Thursday,990.8,1004.85,989.5,91560152,2.09E+10,1002.6
Friday,1000.05,1013.85,994.65,73782145,1.68E+10,1006.8
Monday,1006.85,1020.5,1004.7,67864677,1.52E+10,1015.15
Tuesday,1015.9,1016.9,1007.65,56893849,1.38E+10,1010.65
Wednesday,1010.7,1022.75,1010.1,63191749,1.47E+10,1021.05
Thursday,1021.1,1038.3,1021.1,89524111,2.08E+10,1035.05
Friday,1036.2,1048.85,1035.95,74620221,1.83E+10,1046.4
Monday,1046,1057.05,1039.85,58750135,1.47E+10,1052.1
Tuesday,1052,1056.55,1033.95,76478522,1.83E+10,1037.8
Wednesday,1038,1048.25,1035,61659164,1.56E+10,1044.1
Thursday,1044.2,1052.6,1043.1,58625881,1.38E+10,1051.3
Friday,1050.95,1059.45,1050.95,61693409,1.56E+10,1056.2
Monday,1056.5,1059.8,1045.55,56080695,1.40E+10,1051.8
Tuesday,1052.3,1083.2,1052.3,72620597,2.06E+10,1081.95
Wednesday,1082.8,1093.2,1080.9,82701728,2.13E+10,1086.75
Thursday,1085.95,1097,1078.9,75600994,1.89E+10,1092.55
Friday,1092.65,1101.6,1081.35,70937531,1.93E+10,1100.25
Monday,1100.6,1106.15,1087.65,61149315,1.56E+10,1089.2
Tuesday,1089.2,1092.65,1079.1,61821312,1.71E+10,1085.35
Wednesday,1085.65,1109.75,1084.35,76190759,2.01E+10,1106.65
Thursday,1106.8,1118.9,1106.8,92146328,2.48E+10,1116.35
Friday,1117.45,1126.8,1109.35,87543575,2.22E+10,1125.55
Monday,1125.6,1141.3,1125.5,67933704,1.85E+10,1134.15
Tuesday,1133.95,1139,1125.75,64850149,1.68E+10,1130.7
Wednesday,1131.55,1145.4,1130.2,73749783,1.85E+10,1133.8
Thursday,1133.8,1150.75,1126.35,87418530,2.62E+10,1144.65
Friday,1145.6,1148.85,1134,57673799,1.56E+10,1138.45
Monday,1138.9,1145.75,1134.6,57428401,1.49E+10,1140.55
Tuesday,1141.45,1153.15,1141.3,68365550,1.85E+10,1145.9
Wednesday,1146.35,1155.3,1137.15,53365632,1.41E+10,1141.05
Thursday,1146,1163.6,1146,74515376,2.47E+10,1162.35
Friday,1162.3,1170.75,1157.45,73790385,2.15E+10,1161.65
Monday,1161.2,1173.95,1161.2,69731056,1.89E+10,1171.5
Tuesday,1171.5,1175.55,1148.8,77635571,2.02E+10,1159.85
Wednesday,1158.7,1170.45,1148.6,67838029,1.80E+10,1168.75
Thursday,1168.85,1175.95,1145.65,80352181,2.19E+10,1152
Friday,1151.85,1162.6,1130.45,77573758,2.04E+10,1140
Monday,1140,1146.4,1112.55,72114632,1.97E+10,1115.8
Tuesday,1115.35,1118.25,1089.3,80609731,2.16E+10,1109.2
Wednesday,1109.6,1124.7,1109.6,93262817,2.27E+10,1119.05
Thursday,1119.95,1144.35,1118.55,92464124,2.40E+10,1139.45
Friday,1135.5,1164.7,1135.05,85402139,2.31E+10,1162.75
Monday,1163.25,1180.6,1163.25,82800855,2.17E+10,1169.2
Tuesday,1169.25,1177.25,1154.8,76214167,2.05E+10,1174.75
Wednesday,1175.3,1187.7,1168.45,82323601,2.16E+10,1183
Thursday,1183.3,1198.5,1181.9,117341864,3.18E+10,1185.85
Friday,1185.8,1198.8,1180.3,86333839,2.45E+10,1195.75
Monday,1196.05,1206.1,1185.95,101511770,2.21E+10,1203.6
Tuesday,1203.9,1218.5,1181,108251167,2.54E+10,1184.45
Wednesday,1184.1,1191.05,1164.75,112282482,2.75E+10,1171.05
Thursday,1170.75,1199.7,1170.75,112321440,2.49E+10,1196.95
Friday,1199.7,1224.5,1199.7,130088954,2.67E+10,1222.65
Monday,1222.6,1240.35,1215.75,154664395,2.48E+10,1232.85
Tuesday,1233.95,1249.35,1229.8,146062165,2.52E+10,1234.75
Wednesday,1235.35,1249.35,1229.3,127521351,2.38E+10,1246.9
Thursday,1247,1260.35,1243.4,150830207,2.34E+10,1247.75
Monday,1247.9,1285.7,1247.9,214890048,2.72E+10,1281.4
Tuesday,1286.05,1307.6,1268.1,233905141,2.76E+10,1277.7
Wednesday,1280.8,1292.95,1280.8,179404320,2.49E+10,1287.4
Thursday,1288.2,1304.15,1287,147954336,2.54E+10,1300.95
Friday,1301.5,1319.45,1298.8,174012616,2.97E+10,1311.15
Monday,1311.95,1332.55,1245.85,189194819,3.51E+10,1271.1
Tuesday,1270.2,1322.95,1269.5,203044555,3.04E+10,1318.2
Wednesday,1318.75,1346.3,1318.75,186171921,3.02E+10,1340.3
Thursday,1340.2,1349,1328.35,147158684,3.29E+10,1341.05
Friday,1341.2,1365.8,1340.8,187820071,3.54E+10,1356.55
Monday,1356.7,1379.4,1356.65,120487114,2.65E+10,1375.95
Tuesday,1375.95,1388.95,1366.9,129850160,2.99E+10,1385.45
Wednesday,1387.2,1394.95,1353.6,169287905,3.16E+10,1359.35
Thursday,1358.9,1382.6,1355.8,171389654,3.80E+10,1372.7
Friday,1373,1400.9,1372.75,139876884,3.41E+10,1398.4
Monday,1398.4,1420.25,1398.35,109014271,2.80E+10,1417.35
Tuesday,1417.8,1430.7,1397.65,132144013,3.58E+10,1407.05
Wednesday,1407,1414.1,1389.65,184176199,3.06E+10,1409.55
Thursday,1409.65,1422.4,1399.6,154182208,3.02E+10,1403.15
Friday,1405.55,1415.65,1367.15,141936153,3.00E+10,1372.1
Monday,1371.75,1371.85,1322.65,144295345,2.94E+10,1329.25
Tuesday,1330.15,1362.1,1299.5,194591088,4.08E+10,1357.95
Wednesday,1357.95,1377.45,1332.2,165349781,3.47E+10,1341.6
Thursday,1341.45,1342.6,1299.25,142763465,3.16E+10,1302.35
Friday,1303.2,1331.05,1285.25,152262512,3.33E+10,1322.15
Monday,1319.25,1333.55,1300.25,114650274,2.48E+10,1302.9
Tuesday,1302.85,1333.7,1290.55,118684243,2.73E+10,1328.2
Wednesday,1324.85,1373.9,1322.65,137395795,3.29E+10,1372.05
Thursday,1371.45,1377.25,1352.8,196918451,3.78E+10,1357.2
Friday,1357.55,1389.3,1357.35,142165715,2.94E+10,1386.95
Monday,1386.9,1422.35,1386.1,139656652,2.93E+10,1399.95
Tuesday,1400.7,1418.1,1399.8,117562513,2.87E+10,1417.1
Wednesday,1416.6,1430.9,1407.95,118748942,2.69E+10,1420.85
Friday,1420.85,1451.2,1420.85,140535297,3.25E+10,1449.3
Monday,1449.45,1481.05,1423.75,145928936,3.12E+10,1478.9
Tuesday,1478.95,1498.45,1467.75,210467958,3.76E+10,1477.85
Wednesday,1477.85,1493.05,1460.6,147781840,3.24E+10,1478.6
Thursday,1487.85,1505.05,1478.4,117870572,2.99E+10,1502.1
Friday,1507.1,1527.25,1505.1,152851144,3.88E+10,1523.1
Monday,1523.35,1550.9,1516.05,132233265,3.39E+10,1546.75
Tuesday,1548.7,1562.85,1513.75,182174604,4.16E+10,1520.8
Wednesday,1521.45,1543.85,1503,152159445,3.79E+10,1537
Thursday,1537.3,1563.4,1537.3,162780171,4.31E+10,1555.7
Friday,1565.2,1574.1,1552.15,200565508,4.34E+10,1569.45
Monday,1569.7,1574.1,1536.5,167970501,3.57E+10,1542.7
Tuesday,1546.2,1549.65,1496.95,196133297,4.34E+10,1506.5
Wednesday,1506.75,1522.65,1483,152764083,3.72E+10,1494.1
Thursday,1494.75,1503,1466.25,133913651,3.47E+10,1470.45
Friday,1485.8,1512.55,1434.75,150857549,3.89E+10,1506.05
Saturday,1506.05,1533.05,1506.05,43192470,9.32E+09,1521.95
Monday,1522.05,1524.05,1482,135062137,3.07E+10,1485.3
Tuesday,1485.45,1500.8,1471.3,138887809,3.71E+10,1481.75
Wednesday,1481.3,1501.7,1477.1,134071278,3.42E+10,1498.45
Thursday,1499.25,1524.25,1495.8,202265871,4.46E+10,1516.85
Friday,1517.1,1559.75,1515.55,154475544,3.91E+10,1555.9
Monday,1556.5,1605.6,1556.5,151954886,4.38E+10,1601.65
Tuesday,1601.3,1626.4,1601.3,205241333,5.10E+10,1618.7
Wednesday,1618.7,1627.6,1592.55,151581079,4.21E+10,1609.15
Thursday,1610.55,1630.25,1605.4,174022088,4.04E+10,1612.2
Friday,1612.1,1624.5,1585.35,138361140,3.11E+10,1592.05
Monday,1603.55,1603.65,1568.1,62348347,1.74E+10,1594.5
Tuesday,1594.5,1608.85,1590.95,108535273,2.97E+10,1601.15
Wednesday,1601.3,1617.75,1598,107391704,3.09E+10,1603.8
Thursday,1610.4,1616.15,1573.6,108845195,3.18E+10,1579.95
Friday,1577.2,1580.3,1544.75,109485525,3.00E+10,1550.45
Saturday,1549.65,1571.3,1542,37842102,8.73E+09,1562.8
Monday,1563.1,1584.75,1554.4,89944517,2.49E+10,1579.9
Tuesday,1579.15,1591.25,1557.2,106234569,2.96E+10,1564.4
Wednesday,1563.95,1564,1534.35,110695451,3.32E+10,1540.6
Thursday,1542.85,1558.15,1517.9,112465566,2.90E+10,1522.3
Friday,1520.4,1547,1509.15,112861081,3.12E+10,1540.7
Monday,1541.35,1554.05,1536.5,116684453,2.70E+10,1543.9
Tuesday,1543.95,1572.05,1543.95,95578818,2.81E+10,1568.65
Thursday,1568.85,1602.6,1568.7,113548508,3.71E+10,1598.35
Friday,1598.55,1618.95,1598.55,99391295,2.86E+10,1615.25
Monday,1615.85,1660.55,1615.7,110444045,3.09E+10,1657.65
Tuesday,1657.65,1671.85,1639.65,117862704,3.51E+10,1658.5
Wednesday,1660.7,1676.2,1655.9,97016649,3.06E+10,1670.5
Thursday,1670.65,1683.75,1656.1,103573662,3.32E+10,1675.2
Friday,1675.5,1688.25,1642.05,100930848,2.99E+10,1645.8
Monday,1644.85,1654.35,1631.85,95772821,2.98E+10,1646.25
Tuesday,1646.4,1677.9,1646.4,82349571,2.46E+10,1675.85
Wednesday,1675.75,1697.3,1672.65,102329931,3.11E+10,1686.9
Thursday,1688.35,1701.7,1678.35,85832630,2.76E+10,1695.4
Friday,1695.8,1705.95,1686.45,95310528,2.80E+10,1698.9
Monday,1699.7,1728,1699.7,99575076,2.65E+10,1723.95
Tuesday,1723.9,1740.3,1711.3,105562816,3.45E+10,1736.25
Wednesday,1736.35,1746.2,1725.4,101347785,2.94E+10,1733.25
Thursday,1733.2,1759,1725.85,114569624,3.23E+10,1756.1
Friday,1757,1783.7,1755.4,140662197,3.60E+10,1778.55
Monday,1778.85,1794.3,1778.4,93942619,2.72E+10,1789.15
Tuesday,1789.1,1800.9,1751.05,85978089,2.75E+10,1780.3
Wednesday,1788.45,1815.6,1780.3,134998248,3.22E+10,1808.7
Friday,1804.7,1840.35,1804.7,114224183,2.61E+10,1837.05
Monday,1838.05,1876,1837.65,98547463,2.70E+10,1874.05
Tuesday,1878.9,1914.4,1858.55,149042440,3.98E+10,1873.25
Wednesday,1868.9,1895.65,1852.5,114764846,3.50E+10,1879.75
Thursday,1880.35,1917.05,1880.35,102551958,2.85E+10,1912.25
Friday,1912.25,1951.7,1911.05,117079420,3.41E+10,1946.05
Monday,1946.3,1969.2,1930.75,129703252,4.15E+10,1955
Tuesday,1955.1,1979.05,1908.75,124014883,4.33E+10,1926.7
Wednesday,1927.95,1930.95,1888.1,119197257,4.15E+10,1916.75
Thursday,1918.1,1973.45,1918.1,115681568,3.71E+10,1968.55
Friday,1969,2014.65,1957.45,153058574,5.22E+10,1971.9
Monday,1972,1980.55,1936.75,116680396,3.80E+10,1945.6
Tuesday,1944.7,1967.85,1926.1,109878698,3.74E+10,1963.6
Wednesday,1987.4,1995.2,1970.1,113207896,3.93E+10,1982.15
Thursday,1983.2,2000.3,1933.25,121984544,4.39E+10,1944.45
Friday,1944.15,1953.05,1887.1,122454732,4.31E+10,1900.65
Monday,1901.9,1943.1,1874.95,120699191,3.89E+10,1935.35
Tuesday,1928.8,1957.65,1876.85,137946936,4.26E+10,1893.25
Wednesday,1895.45,1899.55,1811.35,142236140,4.59E+10,1824.6
Thursday,1824.7,1854.55,1756.25,164347974,5.41E+10,1770.5
Friday,1771.1,1858.5,1771.1,130354915,4.35E+10,1847.55
Tuesday,1847.9,1911.3,1844.65,127781806,4.12E+10,1904.7
Wednesday,1903.9,1918.45,1846.35,153540516,5.05E+10,1863.1
Thursday,1863,1883.1,1827.25,158143479,5.40E+10,1843.6
Friday,1843.7,1860.4,1804.3,137217319,4.24E+10,1809.75
Tuesday,1809.3,1815.95,1755.65,142154231,4.54E+10,1769
Wednesday,1769.1,1829.65,1761.75,152457977,4.51E+10,1822.2
Thursday,1823.5,1846.75,1787.15,152934389,4.96E+10,1804.5
Friday,1804.35,1837.95,1797.95,119124927,4.13E+10,1833.65
Monday,1834.9,1885.2,1833.05,102126031,3.58E+10,1880.7
Tuesday,1880.85,1897,1861.65,130427516,4.70E+10,1880.75
Wednesday,1891.8,1894.8,1874.5,110956963,3.72E+10,1891.5
Thursday,1892.2,1906.1,1869.25,109930676,4.30E+10,1885.3
Friday,1875.6,1916.2,1873.25,123505334,3.64E+10,1913.6
Monday,1914.45,1929.5,1909.45,116669614,3.68E+10,1913.55
Tuesday,1913.55,1926.15,1905.5,122676414,3.83E+10,1920.1
Wednesday,1920,1935.8,1912.6,109066831,3.89E+10,1916.45
Thursday,1916.65,1919.7,1851.8,140471420,4.60E+10,1858.3
Friday,1858.25,1872.85,1831.15,130222046,4.68E+10,1852.65
Monday,1853,1867.25,1800.2,99793235,3.45E+10,1808.2
Tuesday,1808.4,1826.85,1780.35,132737579,4.57E+10,1821.35
Wednesday,1833.65,1834.1,1779,102770698,3.71E+10,1786.8
Thursday,1787.45,1818.6,1760.55,114138836,4.34E+10,1765.8
Friday,1765.9,1807.45,1763.95,128743251,4.21E+10,1800.3
Monday,1798.35,1856.45,1795.35,113700489,3.99E+10,1852.7
Wednesday,1852.45,1868.25,1842.45,133763488,4.70E+10,1860.4
Thursday,1859.3,1867.95,1831.2,112524143,4.23E+10,1843.85
Friday,1843.9,1871.1,1843.9,116411628,3.81E+10,1867.7
Monday,1868.15,1891.95,1867.95,129103983,4.07E+10,1885.25
Tuesday,1884.5,1898.7,1843,127687024,4.52E+10,1866.05
Wednesday,1866.3,1866.4,1835.8,131854116,4.20E+10,1844.35
Thursday,1843.95,1843.95,1798.45,116657246,3.92E+10,1805.4
Friday,1805.2,1820.95,1775.9,126013646,4.25E+10,1812.2
Monday,1812.45,1836,1751.8,134128305,4.20E+10,1763.4
Tuesday,1763.35,1769.5,1730.1,145237359,4.41E+10,1749.35
Wednesday,1749.6,1765.05,1738.85,98285659,3.41E+10,1749.85
Thursday,1750,1754.95,1708.3,99544763,3.31E+10,1716.65
Friday,1716.3,1738.6,1703.55,98828472,3.43E+10,1725.1
Monday,1726.3,1726.35,1678.4,89144358,2.76E+10,1685
Tuesday,1685.15,1710.45,1669.7,99199995,2.92E+10,1696.4
Wednesday,1697.4,1700.65,1676.4,88912964,2.74E+10,1692.1
Thursday,1691.95,1720.65,1691.95,108540393,3.49E+10,1704.45
Friday,1704.45,1755.45,1703.8,107611073,3.34E+10,1747.5
Monday,1747.35,1766.15,1739.5,81094296,2.66E+10,1762.05
Tuesday,1762.15,1775.4,1746.25,88665735,3.03E+10,1750.15
Wednesday,1744.6,1775.3,1740.2,93070841,3.21E+10,1771.9
Thursday,1771.45,1823.05,1771.45,111071273,3.38E+10,1819.65
Friday,1856.1,1856.3,1809,118736971,3.74E+10,1841.1
Monday,1841.1,1878.8,1840,102595126,3.40E+10,1856.6
Tuesday,1870.8,1876.15,1836.9,109408750,4.06E+10,1851.15
Wednesday,1856.4,1865.2,1833.95,86260745,2.99E+10,1848.7
Thursday,1854,1864.95,1839.7,93980684,3.40E+10,1853.55
Monday,1860.3,1873.75,1828.95,80205015,2.95E+10,1838.2
Tuesday,1838.5,1885.15,1819.8,85830602,3.64E+10,1878.45
Thursday,1878.5,1884.5,1855,112263936,4.40E+10,1861.95
Friday,1863.85,1882.55,1861.8,83291614,3.13E+10,1868.95
Saturday,1869.2,1875.95,1864.95,23013538,7.66E+09,1868.1
Monday,1868.2,1876.2,1837.4,93078338,3.05E+10,1844.05
Tuesday,1844.4,1851,1832,102774012,2.79E+10,1844.25
Wednesday,1844.35,1876,1838.6,114885658,3.38E+10,1873.35
Thursday,1873.55,1894.6,1871,116776999,3.57E+10,1889.55
Friday,1890.85,1912.35,1885.75,127538156,4.16E+10,1892.45
Tuesday,1890.05,1893.1,1814,120420688,4.02E+10,1817.25
Wednesday,1819,1833.95,1801.8,117150482,3.90E+10,1816.55
Thursday,1816.7,1818.9,1793.1,136948059,4.88E+10,1808.95
Friday,1820.55,1841.45,1788.3,105820820,3.33E+10,1796.1
Monday,1796.1,1801.45,1742.8,105961228,3.65E+10,1766.7
Tuesday,1769.1,1803.15,1768.8,89713100,3.09E+10,1793.1
Wednesday,1789.45,1814.35,1788.1,76697398,2.63E+10,1809.9
Thursday,1810.3,1837.95,1810.3,83788972,2.95E+10,1832.8
Friday,1832.85,1833.15,1796.95,84070586,2.91E+10,1804.45
Monday,1804.4,1804.4,1753.8,98002184,3.20E+10,1769.1
Tuesday,1768.7,1768.7,1692.9,98598870,3.40E+10,1699.45
Wednesday,1699.25,1721.35,1689.85,106577371,3.64E+10,1711.1
Thursday,1707.95,1750.3,1625.1,155582005,5.24E+10,1717.5
Friday,1717.05,1722.8,1566.95,177163472,5.39E+10,1582.4
Monday,1582.5,1583.8,1292.2,114967105,3.25E+10,1388.75
Tuesday,1392.95,1517.6,1389.65,148414213,4.33E+10,1503.95
Wednesday,1508.05,1576.05,1508.05,141941997,4.09E+10,1567.85
Thursday,1566.5,1591.05,1531.3,134939278,3.64E+10,1543.85
Friday,1545.05,1566.15,1498.1,113119146,3.32E+10,1560.2
Monday,1563.65,1613.6,1563.05,93125853,3.08E+10,1608.85
Tuesday,1608.9,1621.45,1566.4,101368524,3.45E+10,1606.7
Wednesday,1608.15,1625.7,1587,101450235,3.26E+10,1598.8
Thursday,1590.15,1606,1576.05,101143246,3.37E+10,1586.4
Friday,1586.35,1587.1,1504,134295973,3.98E+10,1508.75
Monday,1507.05,1509.05,1456.2,127192663,3.73E+10,1483.6
Tuesday,1483.9,1529.6,1483.9,107046479,3.42E+10,1507.9
Wednesday,1508,1543.3,1508,87161946,2.81E+10,1535.2
Thursday,1535.8,1566.5,1484.5,112497745,3.59E+10,1495.1
Friday,1494.85,1527,1480.8,106871617,3.18E+10,1521.1
Monday,1521.6,1557.5,1521.6,105183587,3.25E+10,1542.55
Tuesday,1542.6,1557,1526.45,91169729,2.98E+10,1550.55
Wednesday,1550.45,1561.6,1541.6,93462741,3.02E+10,1548.3
Thursday,1547.7,1552.75,1535,78627977,2.50E+10,1544.75
Friday,1544.95,1547.4,1504.8,85740531,2.77E+10,1508.45
Monday,1508.15,1509.6,1474.65,96831363,2.82E+10,1481.35
Tuesday,1481.45,1507.85,1481,97738521,2.97E+10,1501
Wednesday,1500.95,1525.2,1490.45,88673485,2.76E+10,1494.75
Thursday,1494.7,1519.2,1482.2,88057448,2.80E+10,1512.05
Friday,1511.95,1515.05,1485.05,89863436,3.02E+10,1491.2
Monday,1490.75,1499.8,1478.85,80291533,2.75E+10,1482
Tuesday,1482.85,1489.6,1467.65,90058699,2.98E+10,1474.7
Wednesday,1474.8,1481.45,1442.55,102698050,3.36E+10,1446.1
Thursday,1445.35,1474.3,1437.9,136457145,4.31E+10,1470.75
Friday,1471.5,1494,1459.55,148717352,3.38E+10,1488.5
Monday,1488.6,1516.95,1488.6,127919681,3.08E+10,1514.35
Tuesday,1514.35,1528.5,1503.3,135420339,3.74E+10,1518.3
Wednesday,1518.7,1532.15,1501.7,132032819,3.53E+10,1505.6
Thursday,1506.65,1539.15,1504.55,113007107,3.32E+10,1537.2
Friday,1537.05,1547.65,1516.15,127491075,3.43E+10,1537.5
Monday,1537.55,1546,1522.9,101154967,2.58E+10,1526.85
Tuesday,1526.65,1561,1524.15,131317837,3.13E+10,1558.25
Wednesday,1558.05,1578.5,1551.35,159590341,4.03E+10,1566.8
Thursday,1567.25,1586.55,1504.5,204439801,5.07E+10,1518.15
Friday,1517.45,1557.75,1472.55,104348113,2.72E+10,1553.2
Monday,1548.6,1562.8,1537.7,82414320,2.23E+10,1556.95
Tuesday,1560,1569.75,1530.6,79361213,2.29E+10,1539.3
Wednesday,1535.1,1552.25,1519.35,109996034,2.91E+10,1522.75
Thursday,1523.1,1543.25,1517.8,141173783,3.09E+10,1539.4
Friday,1538.15,1562,1533.65,138318933,3.14E+10,1558.8
Monday,1559.2,1582.35,1556.55,112369129,2.73E+10,1571.6
Tuesday,1571.7,1581.05,1555.55,121193509,2.75E+10,1566.1
Wednesday,1566.15,1600.7,1562.9,112756067,2.63E+10,1581.4
Thursday,1581.6,1609.55,1580.95,170678158,3.86E+10,1598.1
Friday,1587.6,1610.85,1587.6,152832431,3.26E+10,1601.6
Monday,1602.15,1620.35,1584.65,138957185,3.28E+10,1618
Tuesday,1617.95,1629.35,1597.2,167540739,3.91E+10,1600.75
Wednesday,1600.85,1609.45,1586.15,147021678,3.43E+10,1594.15
Thursday,1594.7,1624.3,1590.15,167182154,3.98E+10,1618.7
Friday,1618.9,1638.7,1609.9,150998622,3.52E+10,1632.3
Monday,1631.55,1643.8,1627.25,96477681,2.67E+10,1639.05
Tuesday,1639.95,1648.35,1626.3,135832403,3.68E+10,1630.6
Wednesday,1631.3,1635.95,1618.2,105081166,2.91E+10,1626.55
Thursday,1626.4,1656.25,1626.4,134331831,3.14E+10,1654.95
Friday,1654.85,1658.7,1626.7,141536623,3.54E+10,1633.4
Monday,1633.25,1644.4,1617.05,107649584,3.01E+10,1642.6
Tuesday,1642.75,1656.6,1637.7,120498596,3.14E+10,1652.15
Wednesday,1652.1,1658.9,1616.85,138797784,3.40E+10,1621.6
Thursday,1624.3,1629.15,1599.5,125121830,3.02E+10,1607.2
Friday,1598.2,1612.7,1591.6,110483689,3.02E+10,1598.2
Monday,1597.5,1603.2,1582.35,142520329,2.66E+10,1599.15
Tuesday,1624,1628.45,1597.45,139522764,2.81E+10,1604.35
Wednesday,1604.15,1604.15,1577.25,105910219,2.37E+10,1581.8
Thursday,1581.9,1612.5,1581.9,111167429,2.74E+10,1609.2
Friday,1609.2,1610.6,1584.05,108919261,2.52E+10,1590.35
Monday,1590.9,1595.55,1573.7,128548070,2.63E+10,1578.2
Tuesday,1578.2,1597.9,1578.05,94198546,2.38E+10,1591.6
Wednesday,1592.2,1598.55,1586.35,70779892,2.02E+10,1595.7
Thursday,1595.75,1613.25,1593.45,96018805,2.75E+10,1610.75
Friday,1610.85,1617.25,1600.15,66373587,1.93E+10,1609
Monday,1609.45,1629.9,1609.2,62840641,1.76E+10,1628.45
Tuesday,1628.5,1634.8,1618.3,92193309,2.03E+10,1631.75
Wednesday,1631.7,1640.55,1631.1,80868524,1.89E+10,1635.45
Thursday,1635.5,1641.25,1619.9,73762856,2.11E+10,1629.3
Friday,1629.65,1636.1,1622.1,81209846,2.06E+10,1634.1
Monday,1634.6,1649.15,1634.45,68876077,1.85E+10,1644
Tuesday,1643.95,1653.15,1641.8,73203629,2.04E+10,1650.15
Wednesday,1650.6,1658.85,1648.25,75592478,2.11E+10,1656.25
